;identifier;titulo;descripcion;autor;fecha_publicacion;idioma;descargas;tamano;temas;formato;url;topics;data;num_favoritos;num_revisions;m4b_links
68;gkinamerica_2107_librivox;G.K. Chesterton in America: A Catholic Review of the Week;"LibriVox recording of G.K. Chesterton in America: A Catholic Review of the Week by G. K. Chesterton. Read in English by Librivox volunteers. A collection of 15 articles/essays written by G.K. Chesterton in ""America: A Catholic Review of the Week"". The publication dates range from 1915-1917. (Summary by Maria Therese) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (70MB)";['G. K. Chesterton'];2021-07-22T00:00:00Z;['eng'];81674;429793175;['librivox', 'audiobooks', 'Shakespeare', 'essays', 'socialism', 'newspaper articles'];audio;https://archive.org/details/gkinamerica_2107_librivox;librivox, audiobooks, Shakespeare, essays, socialism, newspaper articles;2021-07-22;5;81674;[{'url': 'https://archive.org/download/gkinamerica_2107_librivox/GKCinAmerica_librivox.m4b', 'text': 'M4B Audiobook (70MB)'}]
69;arthur_conan_doyles_memories_and_adventures_2111_librivox;Arthur Conan Doyle’s Memories and Adventures;LibriVox recording of Arthur Conan Doyle’s Memories and Adventures by Sir Arthur Conan Doyle. Read in English by afinevoice Arthur Conan Doyle first published his memories of his many various adventures around the world and his relationships with such famous figures of the age including Oscar Wilde, Empress Eugenie and Prime Minister Arthur Balfour to name a few, in The Strand Magazine between October 1923 and July 1924. This memoir was later formed into a book and published in September 1924. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook 01-16 (166MB) M4B Audiobook 17-32 (257MB);['Sir Arthur Conan Doyle'];2021-11-12T00:00:00Z;['eng'];61477;2586466400;['librivox', 'audiobooks', 'relationships', 'memoirs', 'oscar wilde', 'war', 'front'];audio;https://archive.org/details/arthur_conan_doyles_memories_and_adventures_2111_librivox;librivox, audiobooks, relationships, memoirs, oscar wilde, war, front;2021-11-12;11;61477;[{'url': 'https://archive.org/download/arthur_conan_doyles_memories_and_adventures_2111_librivox/MemoriesRecollection01-16_librivox.m4b', 'text': 'M4B Audiobook 01-16 (166MB)'}, {'url': 'https://archive.org/download/arthur_conan_doyles_memories_and_adventures_2111_librivox/MemoriesRecollection17-32_librivox.m4b', 'text': 'M4B Audiobook 17-32 (257MB)'}]
70;mlaw09_2106_librivox;Myths and Legends Around the World - Collection 09;LibriVox recording of Myths and Legends Around the World - Collection 09. Read in English by LibriVox Volunteers This collection is dedicated to recordings of short mythical or legendary works which are in the Public Domain. The stories tell of legends, heroes, myths, and ancient lore from many different cultures. (Summary by Lynette Caulkins) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (66MB);['Various'];2021-06-17T00:00:00Z;['eng'];63444;407751070;['librivox', 'audiobooks', 'fairy tales', 'myths', 'folk tales', 'Legends', 'heroes', 'folk lore', 'ancient lore'];audio;https://archive.org/details/mlaw09_2106_librivox;librivox, audiobooks, fairy tales, myths, folk tales, Legends, heroes, folk lore, ancient lore;2021-06-17;12;63444;[{'url': 'https://archive.org/download/mlaw09_2106_librivox/MLAW09_librivox.m4b', 'text': 'M4B Audiobook (66MB)'}]
71;the_begums_fortune_2110_librivox;The Begum's Fortune;"LibriVox recording of The Begum's Fortune by Jules Verne. (Translated by William Henry Giles Kingston.) Read in English by Kate Follis A novel with some utopian elements, but primarily dystopian. A French doctor and a German professor both inherit a vast fortune as descendants of a French soldier who married the rich widow of an Indian prince. They both decide to go to America and establish their own ""ideal"" society. Dr. Sarrasin, the French doctor, is focused on maintaining public health. He builds Ville-France. Professor Schultze, the German scientist, is a bit of a militarist and racist. He builds Stahlstadt and devotes his city to the production of ever more powerful weapons so that he can destroy Sarrasin's city. They manage to get the US to cede sovereignty to two cities so that the two newly rich men can create their utopia. The setting for Ville-France would place it on the Oregon Coast, near Bandon, Oregon. The location for the second city, Stahlstadt, is less clear, but the...";['Jules Verne'];2021-10-31T00:00:00Z;['eng'];71530;1086394625;['librivox', 'audiobooks', 'Jules Verne', 'utopia', 'dystopia', 'Oregon'];audio;https://archive.org/details/the_begums_fortune_2110_librivox;librivox, audiobooks, Jules Verne, utopia, dystopia, Oregon;2021-10-31;5;71530;[{'url': 'https://archive.org/download/the_begums_fortune_2110_librivox/BegumsFortune_librivox.m4b', 'text': 'M4B Audiobook (176MB)'}]
72;ghohor054_2108_librivox;Short Ghost and Horror Collection 054;LibriVox recording of Short Ghost and Horror Collection 054 by Various. Read in English by LibriVox Volunteers. A collection of twenty stories featuring ghoulies, ghosties, long-legged beasties and things that go bump in the night. Expect shivers up your spine, the sound of a monstrous howl, and the occasional touch of wonder. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (276MB);['Various'];2021-08-06T00:00:00Z;['eng'];84907;1694873283;['librivox', 'audiobooks'];audio;https://archive.org/details/ghohor054_2108_librivox;librivox, audiobooks, ;2021-08-06;7;84907;[{'url': 'https://archive.org/download/ghohor054_2108_librivox/SGHC054_librivox.m4b', 'text': 'M4B Audiobook (276MB)'}]
73;snf086_2110_librivox;Short Nonfiction Collection, Vol. 086;"LibriVox recording of Short Nonfiction Collection, Vol. 086 by Various. Read by LibriVox Volunteers ""The democracy of the future will sicken of a chronic and mortal boredom,"" was Aldous Huxley's prophecy for the United States in 1923. You won't be bored listening to these 20 recordings, selected by their readers, with topics ranging from Leacock's humorous Manual of Education to Unamuno's Tragic Sense of Life. There's an artist's diary (Thomas Cole); an after-dinner speech (Mark Twain); reflections on Beauty by John Burroughs; Willa Cather and Christopher Morley on writing; and Leibniz on the Origin of Things. Political topics include the Power of Third Parties; the House of Commons; the 1904 South Dakota Land Lottery; and an NAACP anti-lynching poster. The 1918 Influenza Epidemic mirrors today's Covid quarantine and mask requirements; while virtual adventure beckons in Königstein Fortress; an Equatorial Chinese Wedding; Nellie Bly; and An Humane Skeleton of Extraordinary Size....";['Various'];2021-10-01T00:00:00Z;['eng'];69734;491799128;['librivox', 'audiobooks', 'Sioux', 'house of commons', 'lynching', 'influenza', 'south dakota', 'simon girty', 'catskill', 'third party', 'kościuszko', 'königstein', 'rosebud reservation', 'land lottery', 'naacp', 'mercia', 'repton'];audio;https://archive.org/details/snf086_2110_librivox;librivox, audiobooks, Sioux, house of commons, lynching, influenza, south dakota, simon girty, catskill, third party, kościuszko, königstein, rosebud reservation, land lottery, naacp, mercia, repton;2021-10-01;4;69734;[{'url': 'https://archive.org/download/snf086_2110_librivox/SNF086_librivox.m4b', 'text': 'M4B Audiobook (81MB)'}]
74;spc214_2104_librivox;Short Poetry Collection 214;LibriVox recording of Short Poetry Collection 214 by Various. This is a collection of 59 poems read in English by LibriVox volunteers for March 2021. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (75.9MB);['Various'];2021-04-06T00:00:00Z;['eng'];90568;471072672;['librivox', 'audiobooks', 'poetry collection', 'short poetry', 'long poetry'];audio;https://archive.org/details/spc214_2104_librivox;librivox, audiobooks, poetry collection, short poetry, long poetry;2021-04-06;1;90568;[{'url': 'https://archive.org/download/spc214_2104_librivox/SPC214_librivox.m4b', 'text': 'M4B Audiobook (75.9MB)'}]
75;shakespearemonologuescollection_16_2111_librivox;Shakespeare Monologues Collection vol. 16 (Multilingual);"LibriVox recording of Shakespeare Monologues Collection vol. 16 (Multilingual) by William Shakespeare. Read in Multilingual by Cavaet; Cordelia Glende; Cavaet; Cavaet; Cavaet; Jenn Broda; Juls11; Juls11; Joanna Michal Hoyt; Hannah Dormor; Hannah Dormor; Bruce Kachuk; Bruce Kachuk; Bruce Kachuk; Andrew Gaunce; Refilwe Baloyi; Bruce Kachuk; Cillia Ajaegbu; Alan Mapstone; Cavaet; Maria Agustina Von; shamy4; shamy4; shamy4; Cavaet This is the 16th edition of the Shakespeare Monologues Collection, in which Librivox volunteers bring you their favorite characters' monologues. All topics and emotions are covered, from love to hate, drawn from Shakespeare's comedies and tragedies, world-famous and lesser known lines. Summary by ToddHW For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit...";['William Shakespeare'];2021-11-29T00:00:00Z;['mul'];66812;146144307;['librivox', 'audiobooks', 'Shakespeare', 'monologues'];audio;https://archive.org/details/shakespearemonologuescollection_16_2111_librivox;librivox, audiobooks, Shakespeare, monologues;2021-11-29;3;66812;[{'url': 'https://archive.org/download/shakespearemonologuescollection_16_2111_librivox/ShakespeareMonologues16_librivox.m4b', 'text': 'M4B Audiobook (23MB)'}]
76;job_2106_librivox;Bible (Reina Valera) 18: Job;LibriVox recording of Bible (Reina Valera) 18: Job by Reina-Valera. Read in Spanish by Joyfull. Considerado tanto una obra maestra teológica como literaria, el libro de Job es una discusión honesta de por qué Dios permite que la gente buena sufra. La prueba de la fe de Job, permitida por Dios en respuesta a un desafío de Satanás, reveló la soberanía amorosa de Dios y la supremacía de la sabiduría divina sobre la sabiduría humana (personificada por los cuatro amigos de Job). Creyendo que Dios es bueno a pesar de la aparente evidencia de lo contrario, Job descansó sólo en la fe. En lo más profundo de la agonía, aún podía proclamar: “Sé que mi Redentor vive” (19:25). Al final, Dios silenció todas las discusiones con la verdad de que solo Él es sabio (capítulos 38-41). Sin embargo, reivindicó la confianza de Job en él (capítulo 42), demostrando que la fe genuina no puede ser destruida. El libro fue escrito por un escritor desconocido (probablemente israelita) entre 2000 y 500 a. C....;['Reina-Valera'];2021-06-13T00:00:00Z;['spa'];225372;379467415;['librivox', 'audiobooks', 'calamidades de job', 'job maldice el dia que nacio', 'elifaz reprende a job', 'job reprocha a sus amigos', 'bildad', 'incapacidad de job para responder a dios', 'job argumenta contra dios', 'job lamenta su condicion', 'zofar acusa de maldad a job', 'job proclama el poder y sabiduria de dios', 'job defiende su integridad', 'job se queja contra dios', 'se que mi redentor vive', 'job confia que dios lo justificara', 'eliu', 'jehova convence a job de su ignorancia', 'restauracion de la prosperidad de job'];audio;https://archive.org/details/job_2106_librivox;librivox, audiobooks, calamidades de job, job maldice el dia que nacio, elifaz reprende a job, job reprocha a sus amigos, bildad, incapacidad de job para responder a dios, job argumenta contra dios, job lamenta su condicion, zofar acusa de maldad a job, job proclama el poder y sabiduria de dios, job defiende su integridad, job se queja contra dios, se que mi redentor vive, job confia que dios lo justificara, eliu, jehova convence a job de su ignorancia, restauracion de la prosperidad de job;2021-06-13;2;225045;[{'url': 'https://archive.org/download/job_2106_librivox/RVA_Job_librivox.m4b', 'text': 'M4B Audiobook (60MB)'}]
77;christianity_18th19thcentury2_2112_librivox;Christianity in the 18th and 19th Century, Volume 2;LibriVox recording of Christianity in the 18th and 19th Century, Volume 2 by Various. Read in English by InTheDesert The 32 works in this volume contain many diverse works from the period including sermons, essays, letters, commentaries, poems and reports. Many pieces are by the Anglican writers John Newton and Augustus Toplady. (Summary by InTheDesert) Christianity in the 18th and 19th Century, Volume 1 For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (142MB);['Various'];2021-12-17T00:00:00Z;['eng'];62597;918675794;['librivox', 'audiobooks', 'satire', 'bible', 'birthday', 'honor', 'ecclesiastes', 'Greek', 'Hebrew', 'worship', 'sermons', 'snow', 'Pliny', 'funeral', 'bible commentary', 'trajan', 'antinomianism', 'pastor', 'thunder', 'dreaming', '1 corinthians', 'feasting', 'book of romans', 'southern presbyterianism'];audio;https://archive.org/details/christianity_18th19thcentury2_2112_librivox;librivox, audiobooks, satire, bible, birthday, honor, ecclesiastes, Greek, Hebrew, worship, sermons, snow, Pliny, funeral, bible commentary, trajan, antinomianism, pastor, thunder, dreaming, 1 corinthians, feasting, book of romans, southern presbyterianism;2021-12-17;3;62597;[{'url': 'https://archive.org/download/christianity_18th19thcentury2_2112_librivox/christianity18th19thC2_librivox.m4b', 'text': 'M4B Audiobook (142MB)'}]
78;antic_hay_2103_librivox;Antic Hay;"LibriVox recording of Antic Hay by Aldous Huxley. Read in English by Jim Locke The epigram to this work from Christoher Marlowe applies to the plot of this story: ""My men like satyrs grazing on the lawns / Shall with their goat-feet dance the antic hay."" The plot follows Huxley and his cohorts in a search for meaning and hope and love in post WWI London. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (267MB)";['Aldous Huxley'];2021-03-09T00:00:00Z;['eng'];69032;1595719919;['librivox', 'audiobooks', 'autobiographical social milieu'];audio;https://archive.org/details/antic_hay_2103_librivox;librivox, audiobooks, autobiographical   social milieu;2021-03-09;3;69032;[{'url': 'https://archive.org/download/antic_hay_2103_librivox/AnticHay_2103_librivox.m4b', 'text': 'M4B Audiobook (267MB)'}]
79;petitehistoiredebelgiquedepuis1erstempsjusquanosjours_librivox;Petite histoire de Belgique : depuis les premiers temps jusqu'à nos jours;LibriVox recording of Petite histoire de Belgique : depuis les premiers temps jusqu'à nos jours by Edward Le Glay. Read in French by Ezwa Voici un aperçu de l'histoire du petit royaume de Belgique, au carrefour des grandes nations européennes, depuis les temps anciens jusqu'à l'établissement de sa monarchie constitutionnelle. Here is an overview of the little kingdom of Belgium's history, in the midst of great European nations, from ancient days up to the establishment of its constitutional monarchy.  - Summary by Ezwa For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (141MB);['Edward Le Glay'];2021-02-27T00:00:00Z;['fre'];42239;867147578;['librivox', 'audiobooks', 'belgique belgium histoire'];audio;https://archive.org/details/petitehistoiredebelgiquedepuis1erstempsjusquanosjours_librivox;librivox, audiobooks, belgique belgium histoire;2021-02-27;4;42239;[{'url': 'https://archive.org/download/petitehistoiredebelgiquedepuis1erstempsjusquanosjours_librivox/PetitHistoireBelgique_librivox.m4b', 'text': 'M4B Audiobook (141MB)'}]
80;mlaw12_2111_librivox;Myths and Legends Around the World - Collection 12;LibriVox recording of Myths and Legends Around the World - Collection 12 by Various. Read in English by LibriVox Volunteers. This collection is dedicated to recordings of short mythical or legendary works which are in the Public Domain. The stories tell of legends, heroes, myths, and ancient lore from many different cultures. (Summary by Lynette Caulkins) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (55MB);['Various'];2021-11-22T00:00:00Z;['eng'];57213;344669095;['librivox', 'audiobooks', 'fairy tales', 'myths', 'folk tales', 'Legends', 'folklore', 'heroes', 'cultural history', 'ancient lore'];audio;https://archive.org/details/mlaw12_2111_librivox;librivox, audiobooks, fairy tales, myths, folk tales, Legends, folklore, heroes, cultural history, ancient lore;2021-11-22;7;57213;[{'url': 'https://archive.org/download/mlaw12_2111_librivox/MLAW012_librivox.m4b', 'text': 'M4B Audiobook (55MB)'}]
81;grammairemllelili_2103_librivox;La Grammaire de Mademoiselle Lili;LibriVox recording of La Grammaire de Mademoiselle Lili by Jean Macé. Read in French by Ezwa. Les rudiments de la grammaire française, art de parler et d'écrire correctement dans la langue de Molière, sont ici mis à la portée d'une petite fille. French grammar or the art of speaking and writing in that language, made very plain to a little girl. - Summary by Ezwa For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (18.3MB);['Jean Macé'];2021-03-22T00:00:00Z;['fre'];76457;119371437;['librivox', 'audiobooks', 'French', 'français', 'grammar', 'enfants', 'grammaire française'];audio;https://archive.org/details/grammairemllelili_2103_librivox;librivox, audiobooks, French, français, grammar, enfants, grammaire française;2021-03-22;9;76457;[{'url': 'https://archive.org/download/grammairemllelili_2103_librivox/GrammaireMademoiselleLili_librivox.m4b', 'text': 'M4B Audiobook (18.3MB)'}]
82;snf081_2104_librivox;Short Nonfiction Collection, Vol. 081;"LibriVox recording of Short Nonfiction Collection, Vol. 081 by Various. Read in English by altrin; InTheDesert; BettyB; PS Ahdi; Tatiana Chichilla; Sue Anderson; Scott McKinley; Piotr Nater; David Wales; Ryan Lohner; Nick Vlahakis; Jay Randolph; J. M. Smallheer; Amy Dunkleberger ""There has always been a tendency on the part of men of brains to look with contempt on women's work in the arts."" Screenwriter and novelist Anita Loos' acerbic opinion is part of ""Women in Film Speak Their Minds (1925).” Ida Tarbell's ""Women as Inventors"" showcases female accomplishment. Vol. 081 contains commentary on a variety of human concerns: fame (The Approaching Epidemic); scandal (The Reynolds Pamphlet); religion (Infant Baptism; Christianity and Culture; John Huss; Hussites); education (Flourishing Mediocrity); entrepreneurship (The Telephone: Building the Business and Patent Disputes); patriotism (Our Union and Its Defenders); and books (Melville's Whale; Old-Time Librarians). Technical ingenuity is...";['Various'];2021-04-14T00:00:00Z;['eng'];82702;1480997314;['librivox', 'audiobooks', 'civil war', 'film', 'Copyright', 'inventor', 'whale', 'telephone', 'bohemia', 'Baptism', 'submarine', 'coffee', 'surgery', 'pompeii', 'anita loos', '4th of july', 'alexander hamilton', 'john huss', 'seagull', 'gull', 'french & indian wars', 'screen writer', 'hussites', 'librarian', 'mary pickford'];audio;https://archive.org/details/snf081_2104_librivox;librivox, audiobooks, civil war, film, Copyright, inventor, whale, telephone, bohemia, Baptism, submarine, coffee, surgery, pompeii, anita loos, 4th of july, alexander hamilton, john huss, seagull, gull, french & indian wars, screen writer, hussites, librarian, mary pickford;2021-04-14;11;82702;[{'url': 'https://archive.org/download/snf081_2104_librivox/SNF081_librivox.m4b', 'text': 'M4B Audiobook (244MB)'}]
83;rc02_2107_librivox;The Reformation Collection Volume 2;LibriVox recording of The Reformation Collection Volume 2 by Various. Read in English by InTheDesert This volume of the Reformation collection, which has a particular focus on the English Reformation, begins with William Tyndale's lively tract on the key Reformation doctrine of Justification by faith alone. Then follow two historical accounts of the reception that Reformation ideas received. Martin Luther works line by line through the popular Marian hymn Salve Regina expressing his disagreement. Christ the End of the Law is John Calvin's summary of the gospel message, written as the preface to the Geneva Bible. Calvin's Admonition against Astrology was translated into Early Modern English and has lain relatively forgotten for many years. There follow a number of documents authorised by Henry VIII and Edward VI of England showing the progress and regression of the Reformation in their reigns, including an essay against the claims of the Pope, written by Edward VI at age 12. Next come...;['Various'];2021-07-05T00:00:00Z;['eng'];87829;1243090579;"['librivox', 'audiobooks', 'religion', 'Christianity', 'prayer', 'Protestant', 'pope', 'sacraments', 'theology', 'henry viii', 'doctrine', 'Reformation', 'catechism', 'Reformed', 'astrology', 'justification', 'roman catholic', ""lord's supper"", 'church and state', 'mass', 'mariology', 'decretal epistles']";audio;https://archive.org/details/rc02_2107_librivox;librivox, audiobooks, religion, Christianity, prayer, Protestant, pope, sacraments, theology, henry viii, doctrine, Reformation, catechism, Reformed, astrology, justification, roman catholic, lord's supper, church and state, mass, mariology, decretal epistles;2021-07-05;12;87829;[{'url': 'https://archive.org/download/rc02_2107_librivox/ReformationCollection2_librivox.m4b', 'text': 'M4B Audiobook (192MB)'}]
84;ssf_080_2108_librivox;Short Science Fiction Collection 080;"LibriVox recording of Short Science Fiction Collection 080 by Various. Read in English by JG Parenti; Micfairy252; Darrell Nobles; Greg Weeks; Dale Grothmann; Jeremy Clark; Lector1; Scotty Smith; Jennifer Lozaw; Colleen McMahon; Peter Mentzel; Christina Fu; Lily1326; James Ellett Science fiction is a genre encompassing imaginative works that take place in this world or that of the author’s creation where anything is possible. The only rules are those set forth by the author. The speculative nature of the genre inspires thought and plants seeds that have led to advances in science. The genre can spark an interest in the sciences and is cited as the impetus for the career choice of many scientists. It is a playing field to explore social perspectives, predictions of the future, and engage in adventures unbound into the richness of the human mind. ( A. Gramour) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if...";['Various'];2021-08-03T00:00:00Z;['eng'];97908;1188676966;['librivox', 'audiobooks', 'Mars', 'socialism', 'time', 'space travel', 'telepathy', 'speculative fiction', 'wedding', 'space exploration', 'psychological fiction', 'parapsychology'];audio;https://archive.org/details/ssf_080_2108_librivox;librivox, audiobooks, Mars, socialism, time, space travel, telepathy, speculative fiction, wedding, space exploration, psychological fiction, parapsychology;2021-08-03;6;97908;[{'url': 'https://archive.org/download/ssf_080_2108_librivox/SSFC080_librivox.m4b', 'text': 'M4B Audiobook (191MB)'}]
85;acrossmongolianplains_2103_librivox;Across Mongolian Plains: A Naturalist's Account of China's 'Great Northwest';"LibriVox recording of Across Mongolian Plains: A Naturalist's Account of China's 'Great Northwest' by Roy Chapman Andrews. Read in English by volunteer readers. An account of a 1918 journey to Northern China by famed adventurer/paleontologist Roy Chapman Andrews. Andrews, who was the inspiration for the many explorer hero characters (including Indiana Jones), wrote this book for the general public, excluding ""scientific details"" that they might find ""wearisome"". - Summary by Matthew M. Benzing NOTE: This book contains many accounts of hunting animals for sport and for exhibition in a museum. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (216.1MB)";['Roy Chapman Andrews'];2021-03-20T00:00:00Z;['eng'];79297;1310868946;['librivox', 'audiobooks', 'culture', 'travel', 'adventure', 'animals', 'Hunting', 'memoir', 'china', 'mongolia'];audio;https://archive.org/details/acrossmongolianplains_2103_librivox;librivox, audiobooks, culture, travel, adventure, animals, Hunting, memoir, china, mongolia;2021-03-20;9;79297;[{'url': 'https://archive.org/download/acrossmongolianplains_2103_librivox/AcrossMongolianPlains_librivox.m4b', 'text': 'M4B Audiobook (216.1MB)'}]
86;arrowsmith_ls_2106_librivox;Arrowsmith;"LibriVox recording of Arrowsmith by Sinclair Lewis. Read in English by Lee Smalley This 1926 Pulitzer Prize winning novel centers on the title character, a promising medical student who, as a doctor and following several intervening ventures, becomes a medical researcher in New York. A widespread killer plague takes him to a Caribbean island to produce and inject sera and do research. Fascinating characters, some professional, others romantic, impact his life. Striking similarities of the epidemic in this novel to the pandemic of the 2020's may today seem prophetic. The author won the 1930 Nobel Prize in literature, chiefly for ""Arrowsmith"". (Lee Smalley) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook 01-20 (257MB) M4B Audiobook 21-40 (263MB)";['Sinclair Lewis'];2021-06-01T00:00:00Z;['eng'];78872;3227868460;['librivox', 'audiobooks', 'plague', 'antitoxin', 'epidemic', 'infection', 'medical profession', 'medical research', 'serum', 'injection'];audio;https://archive.org/details/arrowsmith_ls_2106_librivox;librivox, audiobooks, plague, antitoxin, epidemic, infection, medical profession, medical research, serum, injection;2021-06-01;9;78872;[{'url': 'https://archive.org/download/arrowsmith_ls_2106_librivox/Arrowsmith01-20_librivox.m4b', 'text': 'M4B Audiobook 01-20 (257MB)'}, {'url': 'https://archive.org/download/arrowsmith_ls_2106_librivox/Arrowsmith21-40_librivox.m4b', 'text': 'M4B Audiobook 21-40 (263MB)'}]
87;ghohor052_2106_librivox;Short Ghost and Horror Collection 052;LibriVox recording of Short Ghost and Horror Collection 052 by Various. Read in English by Librivox Volunteers. A collection of twenty stories featuring ghoulies, ghosties, long-legged beasties and things that go bump in the night. Expect shivers up your spine, the sound of a monstrous howl, and the occasional touch of wonder. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (143MB);['Various'];2021-06-07T00:00:00Z;['eng'];94756;1090763078;['librivox', 'audiobooks'];audio;https://archive.org/details/ghohor052_2106_librivox;librivox, audiobooks, ;2021-06-07;6;94756;[{'url': 'https://archive.org/download/ghohor052_2106_librivox/SMSC011_librivox.m4b', 'text': 'M4B Audiobook (143MB)'}]
88;spc211_2101_librivox;Short Poetry Collection 211;LibriVox recording of Short Poetry Collection 211 by Various. This is a collection of 48 poems read in English by LibriVox volunteers for December 2020. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit LibriVox.org . M4B Audiobook (45MB);['Various'];2021-01-01T00:00:00Z;['eng'];86911;297038425;['librivox', 'audiobooks', 'poetry collection', 'short poetry', 'long poetry'];audio;https://archive.org/details/spc211_2101_librivox;librivox, audiobooks, poetry collection, short poetry, long poetry;2021-01-01;3;86911;[{'url': 'https://archive.org/download/spc211_2101_librivox/SPC211_librivox.m4b', 'text': 'M4B Audiobook (45MB)'}]
89;christmas_miscellany_2021_2110_librivox;A Christmas Miscellany 2021;LibriVox recording of A Christmas Miscellany 2021 by Various. Read in English by David Wales Seven chapters involving Christmas from different books. Plus part 8 which is twelve verses about Christmas and part 9 which is four Christmas carols by Christina Rossetti. - Summary by David Wales For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (79MB);['Various'];2021-10-05T00:00:00Z;['eng'];74084;489328509;['librivox', 'audiobooks', 'poetry', 'Christmas', 'essays', 'holidays'];audio;https://archive.org/details/christmas_miscellany_2021_2110_librivox;librivox, audiobooks, poetry, Christmas, essays, holidays;2021-10-05;2;74084;[{'url': 'https://archive.org/download/christmas_miscellany_2021_2110_librivox/ChristmasMiscellany2021_librivox.m4b', 'text': 'M4B Audiobook (79MB)'}]
90;spc213_2103_librivox;Short Poetry Collection 213;LibriVox recording of Short Poetry Collection 213 by Various. This is a collection of 66 poems read in English by LibriVox volunteers for February 2021. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (52MB);['Various'];2021-03-01T00:00:00Z;['eng'];83935;322512502;['librivox', 'audiobooks', 'poetry collection', 'short poetry'];audio;https://archive.org/details/spc213_2103_librivox;librivox, audiobooks, poetry collection, short poetry;2021-03-01;1;83935;[{'url': 'https://archive.org/download/spc213_2103_librivox/SPC213_librivox.m4b', 'text': 'M4B Audiobook (52MB)'}]
